Subject Code,Subject Title,Subject Group Code,Component Code,For Every (Week),Start Week,End Week,Day of Week,Start Time,End Time,Venue,Teaching Staff,Remark
ABCT1D08,FOOD SAFETY: FROM FARM TO FORK,"2000, 2001",LTL001,1,3,15,Thu,12:30,13:20,Y303,"LI, christine SY, WONG, Marcus Ho yin",
ABCT1D08,FOOD SAFETY: FROM FARM TO FORK,"2000, 2001",LTL001,1,3,15,Wed,13:30,15:20,"Y1118, Y410","LI, christine SY, WONG, Marcus Ho yin",
ABCT1D09,GREEN HOUSE GASES AND LIFE,2001,LTL001,1,3,15,Tue,12:30,13:20,N003,LAM Kim Hung,
ABCT1D09,GREEN HOUSE GASES AND LIFE,2001,LTL001,1,3,15,Wed,16:30,18:20,"N002, Y1118, Y1120",LAM Kim Hung,
ABCT1D12,SCIENCE BEHIND CRIME SCENE INVESTIGATION (CSI),2001,LTL001,1,3,15,Thu,18:30,20:20,TU107,"HO, Cheuk Lam, Yanjuan Gu, ZHAO, Q",
ABCT1D12,SCIENCE BEHIND CRIME SCENE INVESTIGATION (CSI),2001,LTL001,1,3,15,Fri,18:30,19:20,TU107,"HO, Cheuk Lam, Yanjuan Gu, ZHAO, Q",
ABCT1D14,CHEMISTRY AND SUSTAINABLE DEVELOPMENT,"2000, 2001",LTL001,1,3,15,Wed,15:30,18:20,W208,"FANG, James, HUANG, Bolong, Wesley Chan",
ABCT1D15,OUR ENDANGERED EARTH,"2000, 2001",LEC001,1,3,15,Sat,10:30,12:20,W208,"KWOK, KWH, LEUNG, kingchifranco",
ABCT1D15,OUR ENDANGERED EARTH,"2000, 2001",TUT001,1,3,15,Sat,12:30,13:20,W208,"KWOK, KWH, LEUNG, kingchifranco",
ABCT1D16,"INTRODUCTION TO VACCINES - HISTORY, DEVELOPMENT AND IMPACT",2001,LEC001,1,3,15,Tue,18:30,20:20,QR514,"LEE, terence KW, TAM, John SL",
ABCT1D16,"INTRODUCTION TO VACCINES - HISTORY, DEVELOPMENT AND IMPACT",2001,TUT001,1,3,15,Tue,20:30,21:20,QR514,"LEE, terence KW, TAM, John SL",
ABCT1D17,FUNCTIONAL FOODS AND COSMETICS,"2000, 2001",LTL001,1,3,15,Mon,8:30,11:20,"U512, U513, Y1118, Y301","LI, christine SY, SIU, Ka Chai, So, Chau Ming",
ABCT2101,BIOCHEMISTRY,2002,LAB001,1,3,15,Wed,8:30,11:20,"Y1118, Y1120","YIN, haidi, Yanxiang Zhao, wai-ting wong",
ABCT2101,BIOCHEMISTRY,2002,LEC001,1,3,15,Tue,8:30,10:20,PQ306,Yanxiang Zhao,
ABCT2101,BIOCHEMISTRY,2002,TUT001,1,3,15,Tue,17:30,18:20,R602,Yanxiang Zhao,
ABCT2101,BIOCHEMISTRY,"2009, 2115",LAB001,1,3,15,Wed,8:30,11:20,"Y1118, Y1120","YIN, haidi, Yanxiang Zhao, wai-ting wong",
ABCT2101,BIOCHEMISTRY,"2009, 2115",LEC001,1,3,15,Tue,8:30,10:20,PQ306,Yanxiang Zhao,
ABCT2101,BIOCHEMISTRY,"2009, 2115",TUT001,1,3,15,Thu,16:30,17:20,R602,Yanxiang Zhao,
ABCT2102,MOLECULAR BIOLOGY,2002,LEC001,1,3,15,Wed,12:30,14:20,R602,"LEUNG Yun Chung, vincent KENG",
ABCT2102,MOLECULAR BIOLOGY,2002,TUT001,1,3,15,Wed,17:30,18:20,Y303,"LEUNG Yun Chung, vincent KENG",
ABCT2328,ADVANCED PHYSIOLOGY,2107,LAB001,1,3,15,Mon,9:30,11:20,Y719,"SETO, Saiwang, Sai Wang Seto, ZHU, Yuyan",
ABCT2328,ADVANCED PHYSIOLOGY,2107,LEC001,1,3,15,Tue,15:30,17:20,R602,"SETO, Saiwang, Sai Wang Seto, ZHU, Yuyan",
ABCT2328,ADVANCED PHYSIOLOGY,2107,TUT001,1,3,15,Thu,13:30,14:20,R602,"SETO, Saiwang, Sai Wang Seto, ZHU, Yuyan",
ABCT2332,HUMAN BIOLOGY FOR BIOMEDICAL ENGINEERING II,2112,LAB001,1,3,15,Mon,16:30,18:20,Y719,Sai Wang Seto,
ABCT2332,HUMAN BIOLOGY FOR BIOMEDICAL ENGINEERING II,2112,LEC001,1,3,15,Mon,11:30,13:20,Y409,"Sai Wang Seto, WEN, Chunyi",
ABCT2332,HUMAN BIOLOGY FOR BIOMEDICAL ENGINEERING II,2112,TUT001,1,3,15,Wed,11:30,12:20,Y409,Sai Wang Seto,
ABCT2423,ORGANIC CHEMISTRY,"2002, 2006, 2009, 2115",LAB001,1,3,15,Mon,14:30,17:20,"Y1308, Y1315","ALSTON LEE, So, Chau Ming",
ABCT2423,ORGANIC CHEMISTRY,"2002, 2006, 2009, 2115",LEC001,1,3,15,Mon,12:30,14:20,TU201,"So, Chau Ming",
ABCT2423,ORGANIC CHEMISTRY,"2002, 2006, 2009, 2115",TUT001,1,3,15,Mon,17:30,18:20,TU201,"So, Chau Ming",
ABCT2432,RAW FOOD MATERIALS,"2009, 2115",LAB001,1,3,15,Fri,15:30,18:20,"Y1118, Y1120","LI, christine SY, ZHAO, DaisyDY",
ABCT2432,RAW FOOD MATERIALS,"2009, 2115",LTL001,1,3,15,Thu,8:30,10:20,Y410,"LI, christine SY, ZHAO, DaisyDY",
ABCT2432,RAW FOOD MATERIALS,"2009, 2115",LTL001,1,3,15,Fri,9:30,10:20,Y410,"LI, christine SY, ZHAO, DaisyDY",
ABCT2705,CHEMISTRY LABORATORY II,"2001, 2003",LAB001,1,3,15,Tue,8:30,11:20,"Y1308, Y1315","Wing-Yiu Yu, gary cheung",
ABCT2705,CHEMISTRY LABORATORY II,"2001, 2003",LAB002,1,3,15,Tue,13:30,16:20,"Y1308, Y1315","Wing-Yiu Yu, gary cheung",
ABCT2742,ORGANIC CHEMISTRY I,"2001, 2003, 2115",LTL001,1,3,15,Wed,12:30,15:20,Y409,"So, Chau Ming, WONG, Wing Leung",
ABCT2772,INTRODUCTORY PHYSICAL CHEMISTRY,"2001, 2003",LTL001,1,3,15,Wed,8:30,10:20,Y409,"HUANG, Bolong, wm kwok",
ABCT2S01,EDUCATING RURAL FARMERS ON HEALTHIER FOOD PRODUCTION,2121,LTL001,1,3,15,,,,N/A,"CHAN, alex CY, FANG, James, yuen, ailsa",
ABCT2S01,EDUCATING RURAL FARMERS ON HEALTHIER FOOD PRODUCTION,2121,OLE001,1,3,15,,,,N/A,"CHAN, alex CY, FANG, James",
ABCT2S01,EDUCATING RURAL FARMERS ON HEALTHIER FOOD PRODUCTION,2122,LTL001,1,3,15,,,,N/A,"CHAN, alex CY, FANG, James",
ABCT2S01,EDUCATING RURAL FARMERS ON HEALTHIER FOOD PRODUCTION,2122,OLE001,1,3,15,,,,N/A,"CHAN, alex CY, FANG, James",
ABCT2S01,EDUCATING RURAL FARMERS ON HEALTHIER FOOD PRODUCTION,2123,LTL001,1,3,15,,,,N/A,"CHAN, alex CY, FANG, James, YIN, haidi",
ABCT2S01,EDUCATING RURAL FARMERS ON HEALTHIER FOOD PRODUCTION,2123,OLE001,1,3,15,,,,N/A,"CHAN, alex CY, FANG, James",
ABCT2S01,EDUCATING RURAL FARMERS ON HEALTHIER FOOD PRODUCTION,2231,LTL001,1,3,15,Mon,15:30,17:20,Y410,"CHAN, alex CY, FANG, James",See Below
ABCT2S01,EDUCATING RURAL FARMERS ON HEALTHIER FOOD PRODUCTION,2231,OLE001,1,3,15,,,,N/A,"CHAN, alex CY, FANG, James",See Below
ABCT2S01,EDUCATING RURAL FARMERS ON HEALTHIER FOOD PRODUCTION,2232,LTL001,1,3,15,Mon,15:30,17:20,Y410,"CHAN, alex CY, FANG, James",See Below
ABCT2S01,EDUCATING RURAL FARMERS ON HEALTHIER FOOD PRODUCTION,2232,OLE001,1,3,15,,,,N/A,"CHAN, alex CY, FANG, James",See Below
ABCT2S01,EDUCATING RURAL FARMERS ON HEALTHIER FOOD PRODUCTION,2233,LTL001,1,3,15,Mon,15:30,17:20,Y410,"CHAN, alex CY, FANG, James",See Below
ABCT2S01,EDUCATING RURAL FARMERS ON HEALTHIER FOOD PRODUCTION,2233,OLE001,1,3,15,,,,N/A,"CHAN, alex CY, FANG, James",See Below
ABCT2S02,SERVICE-LEARNING IN NUTRITION AND HEALTHY DIET,2001,LTL001,1,3,15,Fri,10:30,12:20,W208,"LI, christine SY, LO, Kenneth KH",
ABCT2S02,SERVICE-LEARNING IN NUTRITION AND HEALTHY DIET,2001,OLE001,1,3,15,,,,N/A,"LI, christine SY, LO, Kenneth KH",
ABCT3116,EXPERIMENTAL APPROACH IN MOLECULAR BIOLOGY AND BIOCHEMISTRY,2002,LAB001,1,3,15,Fri,8:30,11:20,Y719,"Yanxiang Zhao, wai-ting wong",
ABCT3116,EXPERIMENTAL APPROACH IN MOLECULAR BIOLOGY AND BIOCHEMISTRY,2002,LAB002,1,3,15,Thu,13:30,16:20,Y719,"Yanxiang Zhao, wai-ting wong",
ABCT3116,EXPERIMENTAL APPROACH IN MOLECULAR BIOLOGY AND BIOCHEMISTRY,2002,LTL001,1,3,15,Tue,10:30,11:20,QR402,"Yanxiang Zhao, wai-ting wong",
ABCT3260,APPLIED CHEMISTRY LABORATORY,2003,LAB001,1,3,15,Mon,8:30,11:20,"Y1022, Y1023","LEUNG, kingchifranco, LI Pei, Yanjuan Gu",
ABCT3273,APPLIED CHEMISTRY - POLYMER,2003,LEC001,1,3,15,Mon,14:30,16:20,Y715,LI Pei,
ABCT3273,APPLIED CHEMISTRY - POLYMER,2003,TUT001,1,3,15,Tue,11:30,12:20,Y715,LI Pei,
ABCT3405,FOOD MICROBIOLOGY,"2009, 2115",LAB001,1,3,15,Tue,8:30,11:20,"Y1118, Y1120","Chiou, Jiachi amber, Iris L K Wong",
ABCT3405,FOOD MICROBIOLOGY,"2009, 2115",LEC001,1,3,15,Thu,13:30,15:20,Y409,"Chiou, Jiachi amber",
ABCT3405,FOOD MICROBIOLOGY,"2009, 2115",TUT001,1,3,15,Wed,10:30,11:20,Y409,"Chiou, Jiachi amber",
ABCT3410,FOOD LAWS & REGULATIONS,"2009, 2115",LTL001,1,3,15,Thu,14:30,16:20,W208,"Ka-sing LEUNG, Kahing Wong, WONG, Marcus Ho yin",
ABCT3413,FOOD PROCESSING I,2009,LAB001,1,3,15,Wed,13:30,16:20,"Y1022, Y824","LIANG Hanhua, SIU, Ka Chai, WU Jianyong",
ABCT3413,FOOD PROCESSING I,2009,LEC001,1,3,15,Thu,10:30,12:20,Y410,"LIANG Hanhua, WU Jianyong",
ABCT3413,FOOD PROCESSING I,2009,TUT001,1,3,15,Thu,15:30,16:20,Y410,"LIANG Hanhua, SIU, Ka Chai, WU Jianyong",
ABCT3415,FOOD ANALYSIS,"2009, 2115",LAB001,1,3,15,Fri,12:30,15:20,"Y1023, Y1308, Y1315","LAM Kim Hung, YIN, haidi, Zhongping Yao",
ABCT3415,FOOD ANALYSIS,"2009, 2115",LEC001,1,3,15,Tue,13:30,15:20,Y512,"LAM Kim Hung, Zhongping Yao",
ABCT3415,FOOD ANALYSIS,"2009, 2115",TUT001,1,3,15,Fri,10:30,11:20,Y512,"LAM Kim Hung, Zhongping Yao",
ABCT3623,ANALYTICAL SPECTROSCOPY,2006,LAB001,2,3,15,Fri,8:30,11:20,"Y1023, Y1308","LEE, Lawrence YS, YIN, haidi, gary cheung, on chan",
ABCT3623,ANALYTICAL SPECTROSCOPY,2006,LEC001,1,3,15,Thu,11:30,13:20,QR609,"LEE, Lawrence YS, gary cheung",
ABCT3623,ANALYTICAL SPECTROSCOPY,2006,TUT001,1,3,15,Tue,11:30,12:20,R408,"LEE, Lawrence YS, gary cheung",
ABCT3641,MICROBIOLOGY AND TOXICOLOGY,2006,LEC001,1,3,15,Wed,8:30,10:20,R401,"KWOK, KWH, WONG, Marcus Ho yin",
ABCT3641,MICROBIOLOGY AND TOXICOLOGY,2006,TUT001,1,3,15,Fri,14:30,15:20,Y520,"KWOK, KWH, WONG, Marcus Ho yin",
ABCT3642,MICROBIOLOGICAL TECHNIQUES,2006,LAB001,2,4,14,Fri,8:30,11:20,"Y1118, Y1120","WONG, Marcus Ho yin",
ABCT3642,MICROBIOLOGICAL TECHNIQUES,2006,LTL001,1,3,15,Thu,14:30,16:20,R406,"WONG, Marcus Ho yin",
ABCT3741,ANALYTICAL CHEMISTRY II,"2001, 2003",LTL001,1,3,15,Thu,11:30,12:20,R602,Zhongping Yao,
ABCT3741,ANALYTICAL CHEMISTRY II,"2001, 2003",LTL001,1,3,15,Mon,11:30,13:20,R602,Zhongping Yao,
ABCT3759,ANALYTICAL CHEMISTRY II LABORATORY,"2001, 2003",LAB001,1,3,15,Thu,8:30,11:20,"Y1023, Y1308","gary cheung, on chan",
ABCT3759,ANALYTICAL CHEMISTRY II LABORATORY,"2001, 2003",LAB002,1,3,15,Thu,14:30,17:20,"Y1023, Y1308","gary cheung, on chan",
ABCT3774,FOOD CHEMISTRY,"2001, 2006",LTL001,1,3,15,Tue,10:30,12:20,Y512,"Daisy Zhao, ZHAO, DaisyDY, mankin wong",
ABCT3774,FOOD CHEMISTRY,"2001, 2006",LTL001,1,3,15,Mon,14:30,15:20,Y410,"Daisy Zhao, ZHAO, DaisyDY, mankin wong",
ABCT3779,INORGANIC CHEMISTRY II,2001,LTL001,1,3,15,Tue,9:30,10:20,Y403,"Ga-lai LAW, WONG, wai-yeung, Wing-tak Wong",
ABCT3779,INORGANIC CHEMISTRY II,2001,LTL001,1,3,15,Mon,15:30,17:20,V302,"Ga-lai LAW, WONG, wai-yeung, Wing-tak Wong",
ABCT3780,INORGANIC CHEMISTRY II LABORATORY,2001,LAB001,1,3,15,Wed,8:30,11:20,"Y1308, Y1315","Wesley Chan, Yanjuan Gu, gary cheung",
ABCT3780,INORGANIC CHEMISTRY II LABORATORY,2001,LAB002,1,3,15,Wed,15:30,18:20,"Y1308, Y1315","Wesley Chan, Yanjuan Gu, gary cheung",
ABCT4102,IMMUNOTECHNOLOGY,"2000, 2002",LAB001,2,3,15,Tue,13:30,16:20,Y719,"TAI, William CS",
ABCT4102,IMMUNOTECHNOLOGY,"2000, 2002",LEC001,1,3,15,Wed,8:30,10:20,R602,"TAI, William CS",
ABCT4102,IMMUNOTECHNOLOGY,"2000, 2002",TUT001,1,3,15,Thu,11:30,12:20,Y303,"TAI, William CS",
ABCT4103,PROTEIN BIOTECHNOLOGY,2002,LAB001,2,4,14,Tue,13:30,16:20,"Y1118, Y1120","CHEUNG, Chingmei, LEUNG Yun Chung",
ABCT4103,PROTEIN BIOTECHNOLOGY,2002,LEC001,1,3,15,Mon,9:30,11:20,R602,"CHEUNG, Chingmei, LEUNG Yun Chung",
ABCT4103,PROTEIN BIOTECHNOLOGY,2002,TUT001,1,3,15,Wed,15:30,16:20,R602,"CHEUNG, Chingmei, LEUNG Yun Chung",
ABCT4105,METABOLISM AND DISEASES,"2001, 2002",LAB001,1,3,15,Mon,13:30,16:20,"Y1118, Y1120","Yanxiang Zhao, wai-ting wong",
ABCT4105,METABOLISM AND DISEASES,"2001, 2002",LTL001,1,3,15,Wed,12:30,15:20,Z206,Yanxiang Zhao,
ABCT4106,PHARMACOLOGY OF DRUG THERAPY,"2000, 2002",LTL001,1,3,15,Fri,12:30,15:20,"Y1118, Y1120, Y410","SETO, Saiwang, Sai Wang Seto",
ABCT4111,PROJECT,2002,POJ001,1,3,15,Sat,9:30,12:20,N/A,Not Applicable,
ABCT4111,PROJECT,2002,POJ001,1,3,15,Sat,14:30,17:20,N/A,Not Applicable,
ABCT4112,RESEARCH PROJECT,2002,POJ001,1,3,15,Sat,9:30,12:20,N/A,Not Applicable,
ABCT4112,RESEARCH PROJECT,2002,POJ001,1,3,15,Sat,14:30,17:20,N/A,Not Applicable,
ABCT4115,BIOINFORMATICS,"2000, 2002",LTL001,1,3,15,Thu,8:30,11:20,"Y303, Y824","CHOW Ming Cheung, Iris L K Wong, LEUNG Yun Chung, ZHAO, Q",
ABCT4410,HEALTH FOOD AND NUTRACEUTICALS,2009,LEC001,1,3,15,Wed,16:30,18:20,Y409,"LO, Kenneth KH, WONG Man Sau",
ABCT4410,HEALTH FOOD AND NUTRACEUTICALS,2009,TUT001,1,3,15,Thu,17:30,18:20,Y409,"LO, Kenneth KH, WONG Man Sau",
ABCT4416,QUALITY & FOOD SAFETY MANAGEMENT,2009,LEC001,1,3,15,Tue,13:30,15:20,W208,"LIANG Hanhua, LO, benedict TW",
ABCT4416,QUALITY & FOOD SAFETY MANAGEMENT,2009,TUT001,1,3,15,Mon,17:30,18:20,Y409,"LIANG Hanhua, LO, benedict TW",
ABCT4417,PROJECT,2009,POJ001,1,3,15,Sat,9:30,12:20,N/A,Not Applicable,
ABCT4417,PROJECT,2009,POJ001,1,3,15,Sat,14:30,17:20,N/A,Not Applicable,
ABCT4418,RESEARCH PROJECT,2009,POJ001,1,3,15,Sat,9:30,12:20,N/A,Not Applicable,
ABCT4418,RESEARCH PROJECT,2009,POJ001,1,3,15,Sat,14:30,17:20,N/A,Not Applicable,
ABCT4631,TEST METHOD AND MEASUREMENT UNCERTAINTY,2006,LEC001,1,3,15,Tue,13:30,15:20,Y415,"Ka-sing LEUNG, daniel mok",
ABCT4631,TEST METHOD AND MEASUREMENT UNCERTAINTY,2006,TUT001,1,3,15,Mon,9:30,10:20,QR609,"Ka-sing LEUNG, daniel mok, on chan",
ABCT4632,INSPECTION AND CERTIFICATION,2006,LEC001,1,3,15,Fri,10:30,12:20,Y515,"CHOI, Koon-kay, KF Yung",
ABCT4632,INSPECTION AND CERTIFICATION,2006,TUT001,1,3,15,Fri,16:30,17:20,R507,"CHOI, Koon-kay, KF Yung",
ABCT4651,"ENVIRONMENTAL, MEDICINAL, FOOD AND OTHER COMMODITIES TESTING",2006,LEC001,1,3,15,Fri,8:30,10:20,QR504,"CHOI, Koon-kay, HO, Cheuk Lam",
ABCT4651,"ENVIRONMENTAL, MEDICINAL, FOOD AND OTHER COMMODITIES TESTING",2006,TUT001,1,3,15,Fri,13:30,14:20,R903,"CHOI, Koon-kay, HO, Cheuk Lam",
ABCT4652,CAPSTONE PROJECT,2006,LTL001,1,3,15,Sat,9:30,12:20,"Y1023, Y1308, Y1315",Not Applicable,
ABCT4652,CAPSTONE PROJECT,2006,POJ001,1,3,15,Wed,12:30,15:20,"Y1023, Y1308, Y1315",Not Applicable,
ABCT4652,CAPSTONE PROJECT,2006,POJ001,1,3,15,Sat,14:30,17:20,"Y1023, Y1308, Y1315",Not Applicable,
ABCT4709,PROJECT,2001,LTL001,1,3,15,Sat,9:30,12:20,"Y1023, Y1308, Y1315",gary cheung,
ABCT4709,PROJECT,2001,POJ001,1,3,15,Wed,12:30,15:20,"Y1023, Y1308, Y1315",gary cheung,
ABCT4709,PROJECT,2001,POJ001,1,3,15,Sat,14:30,17:20,"Y1023, Y1308, Y1315",gary cheung,
ABCT4740,POLYMER CHEMISTRY AND NANOTECHNOLOGY,"2001, 2006",LTL001,1,3,15,Tue,14:30,16:20,Y410,LI Pei,
ABCT4740,POLYMER CHEMISTRY AND NANOTECHNOLOGY,"2001, 2006",LTL001,1,3,15,Mon,17:30,18:20,Y410,LI Pei,
ABCT4745,ORGANOMETALLIC CHEMISTRY & CATALYSIS,2001,LEC001,1,3,15,,,,N/A,Wing-Yiu Yu,
ABCT4745,ORGANOMETALLIC CHEMISTRY & CATALYSIS,2001,LTL001,1,3,15,Thu,13:30,16:20,Y521,Wing-Yiu Yu,
ABCT4745,ORGANOMETALLIC CHEMISTRY & CATALYSIS,2001,TUT001,1,3,15,,,,N/A,Wing-Yiu Yu,
ABCT4759,ORGANOMETALLIC CHEMISTRY & CATALYSIS LABORATORY,2001,LAB001,2,3,15,Mon,9:30,12:20,"Y1308, Y1315","Wing-Yiu Yu, gary cheung",
ABCT4762,MEDICINAL CHEMISTRY,"2000, 2001, 2002, 2006",LTL001,1,3,15,Thu,8:30,11:20,R602,"MA, Cong",
ABCT4763,POLYMER LABORATORY,2001,LAB001,1,3,15,Fri,15:30,18:20,"Y1023, Y1315","GENG, Ping, LI Pei",
ABCT4770,RESEARCH PROJECT,"2000, 2001",POJ001,1,3,15,Sat,9:30,12:20,N/A,Not Applicable,
ABCT4770,RESEARCH PROJECT,"2000, 2001",POJ001,1,3,15,Sat,14:30,17:20,N/A,Not Applicable,
ABCT4772,ADVANCED PHYSICAL CHEMISTRY,"2001, 2008",LTL001,1,3,15,Tue,8:30,10:20,QR611,"daniel mok, wm kwok",
ABCT4773,ADVANCED PHYSICAL CHEMISTRY LABORATORY,2001,LAB001,2,4,14,Mon,9:30,12:20,"Y1308, Y1315, Y824","Yanjuan Gu, wm kwok",
ABCT5012,GLOBAL FOOD SAFETY MANAGEMENT,2010,LTL001,1,3,13,Sat,9:30,13:20,R603,"Kahing Wong, Mr. Andes Mong",
ABCT5012,GLOBAL FOOD SAFETY MANAGEMENT,2010,LTL001,1,3,13,Sat,14:30,18:20,R603,"Kahing Wong, Mr. Andes Mong",
ABCT5012,GLOBAL FOOD SAFETY MANAGEMENT,2010,LTL001,1,14,14,Sat,9:30,13:20,R603,"Kahing Wong, Mr. Andes Mong",
ABCT5012,GLOBAL FOOD SAFETY MANAGEMENT,2010,LTL001,1,14,14,Sat,14:30,16:20,R603,"Kahing Wong, Mr. Andes Mong",
ABCT5013,FOOD SAFETY IN ACTION,2010,LTL001,1,3,3,Tue,18:30,21:20,U208,Prof. Huang Yao-wen,
ABCT5013,FOOD SAFETY IN ACTION,2010,LTL001,1,3,3,Thu,18:30,21:20,U208,Prof. Huang Yao-wen,
ABCT5013,FOOD SAFETY IN ACTION,2010,LTL001,1,6,6,Tue,18:30,21:20,U208,"KWOK, KWH",
ABCT5013,FOOD SAFETY IN ACTION,2010,LTL001,1,6,7,Thu,18:30,21:20,U208,Dr Eric Smith,
ABCT5013,FOOD SAFETY IN ACTION,2010,LTL001,1,7,7,Tue,18:30,21:20,U208,Dr Eric Smith,
ABCT5013,FOOD SAFETY IN ACTION,2010,LTL001,1,8,11,Tue,18:30,21:20,U208,"KWOK, KWH",
ABCT5016,GLOBAL FOOD SECURITY,2010,LTL001,1,4,4,Thu,18:30,21:20,U208,"FANG, James",
ABCT5016,GLOBAL FOOD SECURITY,2010,LTL001,1,5,5,Thu,18:30,21:20,U208,"TAM, John SL",
ABCT5016,GLOBAL FOOD SECURITY,2010,LTL001,1,8,9,Thu,18:30,21:20,U208,"TAM, John SL",
ABCT5016,GLOBAL FOOD SECURITY,2010,LTL001,1,10,12,Thu,18:30,21:20,U208,"FANG, James",
ABCT5016,GLOBAL FOOD SECURITY,2010,LTL001,1,12,15,Tue,18:30,21:20,U208,"FANG, James",
ABCT5016,GLOBAL FOOD SECURITY,2010,LTL001,1,13,13,Thu,18:30,21:20,U208,"TAM, John SL",
ABCT5016,GLOBAL FOOD SECURITY,2010,LTL001,1,14,14,Thu,18:30,21:20,U208,"TAM, John SL",
ABCT5016,GLOBAL FOOD SECURITY,2010,LTL001,1,15,15,Thu,18:30,21:20,U208,"FANG, James",
ABCT5017,CAPSTONE PROJECT,2010,POJ001,1,3,15,,,,N/A,"FANG, James",
ABCT604A,ATTENDANCE IN RESEARCH SEMINARS/WORKSHOPS/CONFERENCES I,"2008, 2888",SEM001,1,3,15,,,,N/A,Not Applicable,
ABCT604B,ATTENDANCE IN RESEARCH SEMINARS/WORKSHOPS/CONFERENCES II,"2008, 2888",SEM001,1,3,15,,,,N/A,Not Applicable,
ABCT604C,ATTENDANCE IN RESEARCH SEMINARS/WORKSHOPS/CONFERENCES III,"2008, 2888",SEM001,1,3,15,,,,N/A,Not Applicable,
ABCT604D,ATTENDANCE IN RESEARCH SEMINARS/WORKSHOPS/CONFERENCES IV,"2008, 2888",SEM001,1,3,15,,,,N/A,Not Applicable,
ABCT605,PRACTICUM I,"2008, 2888",TRN001,1,3,15,,,,N/A,Not Applicable,
ABCT606,PRACTICUM II,"2008, 2888",TRN001,1,3,15,,,,N/A,Not Applicable,
ABCT610,FRONTIER CATALYSIS: AN APPROACH TOWARDS CUTTING-EDGE SUSTAINABLE CHEMISTRY,"2888, 2889",LTL001,1,3,15,Thu,18:30,21:20,CD301,"WONG, wai-yeung",
ABCT611,ANALYTICAL BIOCHEMISTRY,"2888, 2889",LTL001,1,3,15,Mon,18:30,21:20,BC202,"CHOW Ming Cheung, ZHAO, Q",
